record_type,topology,N,config,layout_mode,crossing_index,edge_a,edge_b,x_um,y_um,nearest_crossing_distance_um,edge_a_arm_before_um,edge_a_arm_after_um,edge_b_arm_before_um,edge_b_arm_after_um,min_arm_clearance_um,arm_violation_5um,crossing_spacing_violation_5um,any_violation_5um,arm_violation_10um,crossing_spacing_violation_10um,any_violation_10um,arm_violation_15um,crossing_spacing_violation_15um,any_violation_15um
crossing,padded_benes,5,B_db_placeholder,template,53,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,669.0,88.0,54.405882034941776,20.0,52.0,104.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,54,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,229.0,68.0,64.0,56.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,55,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,565.0,68.0,56.568542494923804,40.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,56,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,149.0,56.0,57.271284253105414,20.0,52.0,88.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,57,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,807.0,36.0,74.0,122.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,58,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,61.0,36.0,90.24411338142782,29.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,B_db_placeholder,template,59,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,733.0,36.0,74.0,48.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,0,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,197.0,388.0,24.0,8.0,160.0,52.0,64.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,1,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,807.0,420.0,74.0,162.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,2,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,61.0,420.0,128.0,29.0,128.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,3,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,733.0,420.0,40.0,88.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,4,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,365.0,324.0,24.0,8.0,112.0,84.0,128.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,5,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,645.0,408.0,57.271284253105414,20.0,12.0,80.0,56.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,6,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,229.0,388.0,32.0,40.0,128.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,7,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,565.0,388.0,64.0,88.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,8,input:w0->padded_benes_8x8_s0_w0_1.in,input:w4->padded_benes_8x8_s0_w4_5.in,477.0,344.0,16.0,20.0,44.0,80.0,56.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,9,input:w0->padded_benes_8x8_s0_w0_1.in,input:w4->padded_benes_8x8_s0_w4_5.in,397.0,324.0,32.0,40.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,10,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,197.0,364.0,24.0,76.0,40.0,56.0,80.0,40.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,11,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,365.0,260.0,16.0,24.0,120.0,148.0,64.0,24.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,12,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,493.0,324.0,20.0,8.0,160.0,128.0,40.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,13,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,701.0,396.0,40.0,48.0,80.0,12.0,104.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,14,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,349.0,260.0,16.0,8.0,136.0,84.0,128.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,15,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,653.0,344.0,64.4980619863884,20.0,52.0,88.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,16,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,229.0,324.0,51.22499389946279,32.0,112.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,17,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,565.0,324.0,32.0,80.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,18,input:w1->padded_benes_8x8_s0_w0_1.add,input:w4->padded_benes_8x8_s0_w4_5.in,341.0,300.0,8.0,24.0,40.0,24.0,104.0,24.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,19,input:w1->padded_benes_8x8_s0_w0_1.add,input:w4->padded_benes_8x8_s0_w4_5.in,533.0,324.0,24.0,48.0,120.0,20.0,192.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,20,input:w1->padded_benes_8x8_s0_w0_1.add,input:w5->padded_benes_8x8_s0_w4_5.add,485.0,280.0,8.0,20.0,44.0,88.0,40.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,21,input:w1->padded_benes_8x8_s0_w0_1.add,input:w5->padded_benes_8x8_s0_w4_5.add,397.0,260.0,32.0,56.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,22,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,141.0,312.0,76.4198926981712,20.0,52.0,80.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,23,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,807.0,292.0,74.0,106.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,24,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,61.0,292.0,82.46211251235322,29.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,25,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,733.0,292.0,74.0,32.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,26,input:w2->padded_benes_8x8_s0_w2_3.in,input:w4->padded_benes_8x8_s0_w4_5.in,365.0,300.0,16.0,108.0,104.0,48.0,80.0,48.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,27,input:w2->padded_benes_8x8_s0_w2_3.in,input:w4->padded_benes_8x8_s0_w4_5.in,493.0,344.0,16.0,148.0,20.0,96.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,28,input:w2->padded_benes_8x8_s0_w2_3.in,input:w5->padded_benes_8x8_s0_w4_5.add,365.0,236.0,16.0,172.0,40.0,32.0,80.0,32.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,29,input:w2->padded_benes_8x8_s0_w2_3.in,input:w5->padded_benes_8x8_s0_w4_5.add,493.0,280.0,8.0,84.0,84.0,96.0,32.0,32.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,30,input:w2->padded_benes_8x8_s0_w2_3.in,input:w6->padded_benes_8x8_s0_w6_7.in,493.0,216.0,8.0,20.0,148.0,96.0,24.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,31,input:w2->padded_benes_8x8_s0_w2_3.in,input:w6->padded_benes_8x8_s0_w6_7.in,397.0,196.0,51.22499389946279,32.0,96.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,32,input:w3->padded_benes_8x8_s0_w2_3.add,input:w4->padded_benes_8x8_s0_w4_5.in,349.0,300.0,8.0,44.0,168.0,32.0,96.0,32.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,33,input:w3->padded_benes_8x8_s0_w2_3.add,input:w4->padded_benes_8x8_s0_w4_5.in,533.0,300.0,24.0,32.0,80.0,44.0,168.0,32.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,34,input:w3->padded_benes_8x8_s0_w2_3.add,input:w5->padded_benes_8x8_s0_w4_5.add,349.0,236.0,16.0,108.0,104.0,16.0,96.0,16.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,35,input:w3->padded_benes_8x8_s0_w2_3.add,input:w5->padded_benes_8x8_s0_w4_5.add,501.0,280.0,8.0,148.0,20.0,104.0,24.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,36,input:w3->padded_benes_8x8_s0_w2_3.add,input:w6->padded_benes_8x8_s0_w6_7.in,349.0,172.0,16.0,172.0,40.0,40.0,96.0,40.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,37,input:w3->padded_benes_8x8_s0_w2_3.add,input:w6->padded_benes_8x8_s0_w6_7.in,501.0,216.0,8.0,84.0,84.0,104.0,16.0,16.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,5,C_db_realistic,template,38,input:w3->padded_benes_8x8_s0_w2_3.add,input:w7->padded_benes_8x8_s0_w6_7.add,501.0,152.0,50.11985634456667,20.0,148.0,104.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,39,input:w3->padded_benes_8x8_s0_w2_3.add,input:w7->padded_benes_8x8_s0_w6_7.add,397.0,132.0,62.48199740725323,48.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,40,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,173.0,132.0,24.0,8.0,144.0,52.0,64.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,41,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,807.0,164.0,74.0,146.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,42,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,61.0,164.0,116.48175822848829,29.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,43,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,733.0,164.0,53.665631459994955,72.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,44,input:w4->padded_benes_8x8_s0_w4_5.in,input:w6->padded_benes_8x8_s0_w6_7.in,317.0,172.0,16.0,40.0,128.0,8.0,128.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,45,input:w4->padded_benes_8x8_s0_w4_5.in,input:w6->padded_benes_8x8_s0_w6_7.in,661.0,152.0,26.832815729997478,20.0,12.0,96.0,24.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,46,input:w4->padded_benes_8x8_s0_w4_5.in,input:w6->padded_benes_8x8_s0_w6_7.in,229.0,132.0,56.0,64.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,47,input:w4->padded_benes_8x8_s0_w4_5.in,input:w6->padded_benes_8x8_s0_w6_7.in,565.0,132.0,46.647615158762406,32.0,96.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,48,input:w5->padded_benes_8x8_s0_w4_5.add,input:w6->padded_benes_8x8_s0_w6_7.in,173.0,108.0,24.0,76.0,40.0,24.0,104.0,24.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,49,input:w5->padded_benes_8x8_s0_w4_5.add,input:w6->padded_benes_8x8_s0_w6_7.in,333.0,172.0,16.0,104.0,64.0,24.0,112.0,24.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,5,C_db_realistic,template,50,input:w5->padded_benes_8x8_s0_w4_5.add,input:w6->padded_benes_8x8_s0_w6_7.in,525.0,108.0,46.647615158762406,172.0,40.0,8.0,88.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,51,input:w5->padded_benes_8x8_s0_w4_5.add,input:w6->padded_benes_8x8_s0_w6_7.in,685.0,140.0,26.832815729997478,16.0,96.0,12.0,104.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,52,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,333.0,108.0,64.0,40.0,128.0,8.0,112.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,53,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,669.0,88.0,54.405882034941776,20.0,52.0,104.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,54,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,229.0,68.0,64.0,56.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,55,input:w5->padded_benes_8x8_s0_w4_5.add,input:w7->padded_benes_8x8_s0_w6_7.add,565.0,68.0,56.568542494923804,40.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,56,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,149.0,56.0,57.271284253105414,20.0,52.0,88.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,57,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,807.0,36.0,74.0,122.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,5,C_db_realistic,template,58,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,61.0,36.0,90.24411338142782,29.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,5,C_db_realistic,template,59,input:w6->padded_benes_8x8_s0_w6_7.in,input:w7->padded_benes_8x8_s0_w6_7.add,733.0,36.0,74.0,48.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,0,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,197.0,388.0,24.0,8.0,160.0,52.0,64.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,1,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,807.0,420.0,74.0,162.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,2,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,61.0,420.0,128.0,29.0,128.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,3,input:w0->padded_benes_8x8_s0_w0_1.in,input:w1->padded_benes_8x8_s0_w0_1.add,733.0,420.0,40.0,88.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,4,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,365.0,324.0,24.0,8.0,112.0,84.0,128.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,5,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,645.0,408.0,57.271284253105414,20.0,12.0,80.0,56.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,6,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,229.0,388.0,32.0,40.0,128.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,7,input:w0->padded_benes_8x8_s0_w0_1.in,input:w2->padded_benes_8x8_s0_w2_3.in,565.0,388.0,64.0,88.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,8,input:w0->padded_benes_8x8_s0_w0_1.in,input:w4->padded_benes_8x8_s0_w4_5.in,477.0,344.0,16.0,20.0,44.0,80.0,56.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,9,input:w0->padded_benes_8x8_s0_w0_1.in,input:w4->padded_benes_8x8_s0_w4_5.in,397.0,324.0,32.0,40.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,10,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,197.0,364.0,24.0,76.0,40.0,56.0,80.0,40.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,11,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,365.0,260.0,16.0,24.0,120.0,148.0,64.0,24.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,12,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,493.0,324.0,20.0,8.0,160.0,128.0,40.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,13,input:w1->padded_benes_8x8_s0_w0_1.add,input:w2->padded_benes_8x8_s0_w2_3.in,701.0,396.0,40.0,48.0,80.0,12.0,104.0,12.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,14,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,349.0,260.0,16.0,8.0,136.0,84.0,128.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,15,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,653.0,344.0,64.4980619863884,20.0,52.0,88.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,16,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,229.0,324.0,51.22499389946279,32.0,112.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,17,input:w1->padded_benes_8x8_s0_w0_1.add,input:w3->padded_benes_8x8_s0_w2_3.add,565.0,324.0,32.0,80.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,18,input:w1->padded_benes_8x8_s0_w0_1.add,input:w4->padded_benes_8x8_s0_w4_5.in,341.0,300.0,8.0,24.0,40.0,24.0,104.0,24.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,19,input:w1->padded_benes_8x8_s0_w0_1.add,input:w4->padded_benes_8x8_s0_w4_5.in,533.0,324.0,24.0,48.0,120.0,20.0,192.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,20,input:w1->padded_benes_8x8_s0_w0_1.add,input:w5->padded_benes_8x8_s0_w4_5.add,485.0,280.0,8.0,20.0,44.0,88.0,40.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,21,input:w1->padded_benes_8x8_s0_w0_1.add,input:w5->padded_benes_8x8_s0_w4_5.add,397.0,260.0,32.0,56.0,88.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,22,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,141.0,312.0,76.4198926981712,20.0,52.0,80.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,23,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,807.0,292.0,74.0,106.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,24,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,61.0,292.0,82.46211251235322,29.0,80.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,25,input:w2->padded_benes_8x8_s0_w2_3.in,input:w3->padded_benes_8x8_s0_w2_3.add,733.0,292.0,74.0,32.0,84.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,26,input:w2->padded_benes_8x8_s0_w2_3.in,input:w4->padded_benes_8x8_s0_w4_5.in,365.0,300.0,16.0,108.0,104.0,48.0,80.0,48.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,27,input:w2->padded_benes_8x8_s0_w2_3.in,input:w4->padded_benes_8x8_s0_w4_5.in,493.0,344.0,16.0,148.0,20.0,96.0,40.0,20.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,28,input:w2->padded_benes_8x8_s0_w2_3.in,input:w5->padded_benes_8x8_s0_w4_5.add,365.0,236.0,16.0,172.0,40.0,32.0,80.0,32.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,29,input:w2->padded_benes_8x8_s0_w2_3.in,input:w5->padded_benes_8x8_s0_w4_5.add,493.0,280.0,8.0,84.0,84.0,96.0,32.0,32.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,30,input:w2->padded_benes_8x8_s0_w2_3.in,input:w6->padded_benes_8x8_s0_w6_7.in,493.0,216.0,8.0,20.0,148.0,96.0,24.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,31,input:w2->padded_benes_8x8_s0_w2_3.in,input:w6->padded_benes_8x8_s0_w6_7.in,397.0,196.0,51.22499389946279,32.0,96.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,32,input:w3->padded_benes_8x8_s0_w2_3.add,input:w4->padded_benes_8x8_s0_w4_5.in,349.0,300.0,8.0,44.0,168.0,32.0,96.0,32.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,33,input:w3->padded_benes_8x8_s0_w2_3.add,input:w4->padded_benes_8x8_s0_w4_5.in,533.0,300.0,24.0,32.0,80.0,44.0,168.0,32.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,34,input:w3->padded_benes_8x8_s0_w2_3.add,input:w5->padded_benes_8x8_s0_w4_5.add,349.0,236.0,16.0,108.0,104.0,16.0,96.0,16.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,35,input:w3->padded_benes_8x8_s0_w2_3.add,input:w5->padded_benes_8x8_s0_w4_5.add,501.0,280.0,8.0,148.0,20.0,104.0,24.0,20.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,36,input:w3->padded_benes_8x8_s0_w2_3.add,input:w6->padded_benes_8x8_s0_w6_7.in,349.0,172.0,16.0,172.0,40.0,40.0,96.0,40.0,0,0,0,0,0,0,0,0,0
crossing,padded_benes,6,B_db_placeholder,template,37,input:w3->padded_benes_8x8_s0_w2_3.add,input:w6->padded_benes_8x8_s0_w6_7.in,501.0,216.0,8.0,84.0,84.0,104.0,16.0,16.0,0,0,0,0,1,1,0,1,1
crossing,padded_benes,6,B_db_placeholder,template,38,input:w3->padded_benes_8x8_s0_w2_3.add,input:w7->padded_benes_8x8_s0_w6_7.add,501.0,152.0,50.11985634456667,20.0,148.0,104.0,8.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,39,input:w3->padded_benes_8x8_s0_w2_3.add,input:w7->padded_benes_8x8_s0_w6_7.add,397.0,132.0,62.48199740725323,48.0,104.0,8.0,20.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,40,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,173.0,132.0,24.0,8.0,144.0,52.0,64.0,8.0,0,0,0,1,0,1,1,0,1
crossing,padded_benes,6,B_db_placeholder,template,41,input:w4->padded_benes_8x8_s0_w4_5.in,input:w5->padded_benes_8x8_s0_w4_5.add,807.0,164.0,74.0,146.0,10.0,20.0,36.0,10.0,0,0,0,0,0,0,1,0,1
